Timestamp (mm:ss.SSS),ECG Value
10:27.962,1897.750
10:27.957,1861.500
10:27.957,1889.250
10:27.952,1847.250
10:27.952,1877.000
10:27.947,1829.500
10:27.947,1868.750
10:27.942,1825.500
10:27.942,1869.000
10:27.937,1809.000
10:27.937,1885.750
10:27.932,1817.250
10:27.932,1863.500
10:27.927,1803.250
10:27.927,1862.500
10:27.922,1756.500
10:27.922,1843.250
10:27.917,1683.250
10:27.917,1838.250
10:27.912,1639.000
10:27.912,1841.500
10:27.907,1627.250
10:27.907,1844.250
10:27.902,1628.250
10:27.902,1831.500
10:27.897,1598.000
10:27.897,1838.500
10:27.892,1666.000
10:27.892,1832.000
10:27.887,1935.000
10:27.887,1827.500
10:27.882,2331.500
10:27.882,1826.250
10:27.877,2970.250
10:27.877,1818.250
10:27.872,3569.250
10:27.872,1825.500
10:27.867,3510.000
10:27.867,1811.000
10:27.862,2722.000
10:27.862,1811.250
10:27.857,2085.500
10:27.857,1809.250
10:27.852,1683.000
10:27.852,1786.250
10:27.847,1520.500
10:27.847,1722.250
10:27.842,1569.000
10:27.842,1690.000
10:27.837,1722.250
10:27.837,1705.750
10:27.832,1851.000
10:27.832,1683.000
10:27.827,1857.250
10:27.827,1608.500
10:27.822,1849.500
10:27.822,1596.500
10:27.817,1858.750
10:27.817,1776.000
10:27.812,1873.000
10:27.812,2078.500
10:27.807,1847.750
10:27.807,2595.750
10:27.802,1854.250
10:27.802,3179.500
10:27.797,1861.750
10:27.797,3428.250
10:27.792,1854.000
10:27.792,2858.000
10:27.787,1809.250
10:27.787,2175.500
10:27.782,1802.000
10:27.782,1715.750
10:27.777,1795.500
10:27.777,1490.500
10:27.772,1829.500
10:27.772,1502.750
10:27.767,1866.500
10:27.767,1635.250
10:27.762,1890.500
10:27.762,1789.000
10:27.757,1896.750
10:27.757,1822.500
10:27.752,1922.000
10:27.752,1829.500
10:27.747,1936.500
10:27.747,1828.500
10:27.742,1936.500
10:27.742,1830.000
10:27.737,1952.000
10:27.737,1806.500
10:27.732,2018.750
10:27.732,1808.000
10:27.727,2080.500
10:27.727,1810.250
10:27.722,2077.250
10:27.722,1814.000
10:27.717,2034.500
10:27.717,1807.750
10:27.712,2011.250
10:27.712,1804.250
10:27.707,1971.750
10:27.707,1801.000
10:27.702,1938.750
10:27.702,1800.500
10:27.697,1911.250
10:27.697,1792.750
10:27.692,1869.000
10:27.692,1807.250
10:27.687,1864.750
10:27.687,1823.250
10:27.682,1880.750
10:27.682,1848.750
10:27.677,1906.750
10:27.677,1869.250
10:27.672,1905.250
10:27.672,1884.000
10:27.667,1852.500
10:27.667,1897.500
10:27.662,1828.250
10:27.662,1930.750
10:27.657,1808.250
10:27.657,1982.750
10:27.652,1803.750
10:27.652,2008.000
10:27.647,1851.500
10:27.647,2012.500
10:27.642,1905.500
10:27.642,2000.000
10:27.637,1926.250
10:27.637,1957.500
10:27.632,1870.750
10:27.632,1935.500
10:27.627,1816.500
10:27.622,1778.750
10:27.617,1805.750
10:27.612,1883.000
10:27.607,1896.750
10:18.125,1899.000
10:18.120,1894.000
10:18.115,1901.750
10:18.110,1905.500
10:18.105,1884.000
10:18.100,1914.750
10:18.100,1830.750
10:18.095,1889.250
10:18.095,1782.500
10:18.090,1846.000
10:18.090,1777.750
10:18.085,1818.500
10:18.085,1776.250
10:18.080,1817.250
10:18.080,1755.000
10:18.075,1835.000
10:18.075,1685.000
10:18.070,1827.750
10:18.070,1766.000
10:18.065,1836.750
10:18.065,1984.500
10:18.060,1837.750
10:18.060,2369.250
10:18.055,1850.750
10:18.055,2940.500
10:18.050,1864.250
10:18.050,3367.000
10:18.045,1866.000
10:18.045,3133.750
10:18.040,1862.750
10:18.040,2441.500
10:18.035,1865.750
10:18.035,1946.750
10:18.030,1849.250
10:18.030,1679.250
10:18.025,1838.750
10:18.025,1602.750
10:18.020,1863.500
10:18.020,1665.500
10:18.015,1872.250
10:18.015,1810.500
10:18.010,1848.250
10:18.010,1884.000
10:18.005,1866.750
10:18.005,1883.750
10:18.000,1879.250
10:18.000,1892.500
10:17.995,1885.500
10:17.995,1891.750
10:17.990,1870.500
10:17.990,1874.000
10:17.985,1887.500
10:17.985,1844.000
10:17.980,1920.500
10:17.980,1833.500
10:17.975,1936.000
10:17.975,1832.500
10:17.970,1966.750
10:17.970,1837.250
10:17.965,1946.500
10:17.965,1842.750
10:17.960,1911.000
10:17.960,1842.500
10:17.955,1912.500
10:17.955,1825.500
10:17.950,1917.250
10:17.950,1826.750
10:17.945,1965.750
10:17.945,1841.500
10:17.940,1979.250
10:17.940,1863.000
10:17.935,1937.000
10:17.935,1906.500
10:17.930,1885.500
10:17.930,1916.750
10:17.925,1927.000
10:17.925,1909.750
10:17.920,1966.000
10:17.920,1913.500
10:17.915,1953.250
10:17.915,1944.250
10:17.910,1920.750
10:17.910,1960.000
10:17.905,1925.000
10:17.905,1971.250
10:17.900,1911.250
10:17.900,2000.750
10:17.895,1890.250
10:17.895,2000.500
10:17.890,1884.000
10:17.890,1992.500
10:17.885,1899.000
10:17.885,1959.750
10:17.880,1900.000
10:17.880,1943.250
10:17.875,1887.000
10:17.875,1945.250
10:17.870,1877.500
10:17.870,1915.250
10:17.865,1866.250
10:17.865,1897.250
10:17.860,1864.000
10:17.860,1877.750
10:17.855,1888.500
10:17.855,1876.750
10:17.850,1898.000
10:17.850,1870.750
10:17.845,1904.750
10:17.845,1886.250
10:17.840,1888.000
10:17.840,1894.000
10:17.835,1844.500
10:17.835,1885.500
10:17.830,1819.250
10:17.830,1881.250
10:17.825,1829.000
10:17.825,1874.250
10:17.820,1823.500
10:17.820,1875.000
10:17.815,1817.750
10:17.815,1864.000
10:17.810,1804.500
10:17.810,1858.500
10:17.805,1813.000
10:17.805,1856.250
10:17.800,1821.000
10:17.800,1871.000
10:17.795,1839.750
10:17.795,1883.000
10:17.790,1806.250
10:17.790,1883.750
10:17.785,1808.000
10:17.785,1904.500
10:17.780,1811.000
10:17.780,1891.000
10:17.775,1816.500
10:17.775,1857.250
10:17.770,1794.250
10:17.770,1856.750
10:17.765,1731.500
10:17.765,1853.750
10:17.760,1654.750
10:17.760,1845.000
10:17.755,1616.000
10:17.755,1837.750
10:17.750,1613.500
10:17.750,1833.750
10:17.745,1639.750
10:17.745,1846.500
10:17.740,1612.000
10:17.740,1851.000
10:17.735,1698.500
10:17.735,1861.000
10:17.730,1944.750
10:17.730,1864.000
10:17.725,2088.250
10:17.725,1861.250
10:17.720,2368.250
10:17.720,1863.500
10:17.715,2889.250
10:17.715,1875.500
10:17.710,3355.500
10:17.710,1882.500
10:17.705,3011.250
10:17.705,1884.750
10:17.700,2307.000
10:17.700,1882.250
10:17.695,1790.250
10:17.695,1856.250
10:17.690,1549.500
10:17.690,1843.000
10:17.685,1503.000
10:17.685,1841.750
10:17.680,1606.500
10:17.680,1861.000
10:17.675,1778.750
10:17.675,1876.250
10:17.670,1833.500
10:17.670,1864.500
10:17.665,1807.000
10:17.665,1851.000
10:17.660,1787.000
10:17.660,1852.000
10:17.655,1782.750
10:17.655,1877.000
10:17.650,1818.250
10:17.650,1895.500
10:17.645,1827.250
10:17.645,1916.000
10:17.640,1795.750
10:17.640,1889.250
10:17.635,1785.750
10:17.635,1863.250
10:17.630,1798.000
10:17.630,1851.000
10:17.625,1811.250
10:17.620,1810.250
10:17.615,1812.000
10:17.610,1807.500
10:17.605,1781.750
10:08.126,1831.750
10:08.121,1818.500
10:08.116,1815.000
10:08.111,1818.750
10:08.106,1852.250
10:08.101,1874.250
10:08.098,1848.750
10:08.096,1889.250
10:08.093,1862.250
10:08.091,1890.250
10:08.088,1868.500
10:08.086,1823.000
10:08.083,1848.750
10:08.081,1764.000
10:08.078,1844.000
10:08.076,1728.500
10:08.073,1831.750
10:08.071,1696.250
10:08.068,1818.250
10:08.066,1646.500
10:08.063,1823.750
10:08.061,1633.000
10:08.058,1836.750
10:08.056,1652.250
10:08.053,1816.750
10:08.051,1609.000
10:08.048,1817.000
10:08.046,1606.500
10:08.043,1808.000
10:08.041,1792.750
10:08.038,1813.250
10:08.036,2007.500
10:08.033,1832.000
10:08.031,2333.000
10:08.028,1837.250
10:08.026,2802.250
10:08.023,1822.000
10:08.021,3203.500
10:08.018,1847.250
10:08.016,2992.750
10:08.013,1853.750
10:08.011,2364.750
10:08.008,1864.750
10:08.006,1889.000
10:08.003,1877.250
10:08.001,1635.000
10:07.998,1904.250
10:07.996,1544.750
10:07.993,1929.500
10:07.991,1597.750
10:07.988,1927.000
10:07.986,1695.500
10:07.983,1950.500
10:07.981,1780.250
10:07.978,1962.500
10:07.976,1795.750
10:07.973,1983.500
10:07.971,1810.500
10:07.968,1991.000
10:07.966,1825.750
10:07.963,1972.000
10:07.961,1844.000
10:07.958,1948.750
10:07.956,1839.000
10:07.953,1940.250
10:07.951,1838.500
10:07.948,1945.250
10:07.946,1850.500
10:07.943,1961.750
10:07.941,1856.500
10:07.938,1970.250
10:07.936,1847.750
10:07.933,1975.250
10:07.931,1817.250
10:07.928,1962.750
10:07.926,1809.250
10:07.923,1962.000
10:07.921,1830.250
10:07.918,1937.750
10:07.916,1855.500
10:07.913,1947.750
10:07.911,1862.750
10:07.908,1951.250
10:07.906,1855.500
10:07.903,1951.500
10:07.901,1835.250
10:07.898,1913.000
10:07.896,1828.000
10:07.893,1886.500
10:07.891,1870.500
10:07.888,1893.250
10:07.886,1921.500
10:07.883,1897.250
10:07.881,1945.500
10:07.878,1903.500
10:07.876,1989.750
10:07.873,1894.000
10:07.871,2024.500
10:07.868,1903.500
10:07.866,2017.750
10:07.863,1895.000
10:07.861,1980.500
10:07.858,1877.500
10:07.856,1961.000
10:07.853,1864.750
10:07.851,1932.750
10:07.848,1861.000
10:07.846,1914.250
10:07.843,1846.250
10:07.841,1886.500
10:07.838,1861.750
10:07.836,1875.750
10:07.833,1877.750
10:07.831,1872.000
10:07.828,1848.250
10:07.826,1874.750
10:07.823,1823.750
10:07.821,1880.000
10:07.818,1827.750
10:07.816,1874.250
10:07.813,1830.250
10:07.811,1897.000
10:07.808,1824.500
10:07.806,1911.000
10:07.803,1843.500
10:07.801,1896.250
10:07.798,1816.500
10:07.796,1865.500
10:07.793,1802.000
10:07.791,1873.000
10:07.788,1800.000
10:07.786,1895.250
10:07.783,1802.000
10:07.781,1881.000
10:07.778,1802.000
10:07.776,1849.250
10:07.773,1771.250
10:07.771,1839.000
10:07.768,1706.000
10:07.766,1842.750
10:07.763,1647.500
10:07.761,1858.750
10:07.758,1634.000
10:07.756,1858.750
10:07.753,1640.000
10:07.751,1855.750
10:07.748,1620.750
10:07.746,1868.250
10:07.743,1617.250
10:07.741,1882.750
10:07.738,1742.500
10:07.736,1861.000
10:07.733,1984.750
10:07.731,1811.000
10:07.728,2228.500
10:07.726,1790.750
10:07.723,2685.000
10:07.721,1810.500
10:07.718,3269.000
10:07.716,1834.500
10:07.713,3505.750
10:07.711,1836.750
10:07.708,2861.000
10:07.706,1853.500
10:07.703,2184.250
10:07.701,1854.750
10:07.698,1744.000
10:07.696,1856.750
10:07.693,1531.250
10:07.691,1841.000
10:07.688,1522.500
10:07.686,1837.250
10:07.683,1641.000
10:07.681,1831.750
10:07.678,1792.500
10:07.676,1859.500
10:07.673,1860.750
10:07.671,1879.250
10:07.668,1882.250
10:07.666,1877.000
10:07.663,1839.750
10:07.661,1850.000
10:07.658,1797.500
10:07.656,1846.750
10:07.653,1807.750
10:07.651,1863.000
10:07.648,1809.000
10:07.646,1869.250
10:07.643,1795.000
10:07.641,1856.000
10:07.638,1834.250
10:07.636,1839.000
10:07.633,1872.750
10:07.631,1832.000
10:07.628,1855.250
10:07.623,1812.500
10:07.618,1790.500
10:07.613,1836.000
10:07.608,1862.250
10:07.603,1848.000
09:58.124,1951.000
09:58.119,1807.500
09:58.114,1737.000
09:58.109,1821.000
09:58.104,1886.750
09:58.099,1922.000
09:58.098,1834.000
09:58.094,1930.500
09:58.093,1857.750
09:58.089,1931.250
09:58.088,1861.750
09:58.084,1921.500
09:58.083,1863.250
09:58.079,1903.750
09:58.078,1846.500
09:58.074,1888.500
09:58.073,1843.250
09:58.069,1885.000
09:58.068,1859.500
09:58.064,1897.500
09:58.063,1846.500
09:58.059,1912.000
09:58.058,1824.250
09:58.054,1892.750
09:58.053,1845.500
09:58.049,1861.500
09:58.048,1837.000
09:58.044,1861.750
09:58.043,1808.500
09:58.039,1865.250
09:58.038,1787.500
09:58.034,1875.750
09:58.033,1795.250
09:58.029,1843.500
09:58.028,1827.000
09:58.024,1786.500
09:58.023,1825.750
09:58.019,1788.750
09:58.018,1819.500
09:58.014,1848.250
09:58.013,1813.500
09:58.009,1880.750
09:58.008,1826.000
09:58.004,1857.500
09:58.003,1818.750
09:57.999,1824.500
09:57.998,1811.250
09:57.994,1763.500
09:57.993,1826.000
09:57.989,1654.750
09:57.988,1808.000
09:57.984,1554.500
09:57.983,1815.500
09:57.979,1503.500
09:57.978,1831.500
09:57.974,1531.500
09:57.973,1834.250
09:57.969,1721.000
09:57.968,1832.000
09:57.964,1994.500
09:57.963,1826.750
09:57.959,2448.250
09:57.958,1815.250
09:57.954,2978.500
09:57.953,1813.500
09:57.949,3308.750
09:57.948,1817.000
09:57.944,2937.250
09:57.943,1809.000
09:57.939,2303.250
09:57.938,1800.250
09:57.934,1831.250
09:57.933,1786.750
09:57.929,1575.250
09:57.928,1780.500
09:57.924,1540.000
09:57.923,1789.750
09:57.919,1678.000
09:57.918,1801.750
09:57.914,1821.000
09:57.913,1793.250
09:57.909,1835.750
09:57.908,1791.750
09:57.904,1815.250
09:57.903,1788.750
09:57.899,1843.000
09:57.898,1779.250
09:57.894,1857.000
09:57.893,1765.000
09:57.889,1805.750
09:57.888,1770.750
09:57.884,1771.750
09:57.883,1754.750
09:57.879,1798.000
09:57.878,1774.000
09:57.874,1807.000
09:57.873,1765.750
09:57.869,1802.500
09:57.868,1771.000
09:57.864,1795.000
09:57.863,1789.250
09:57.859,1804.250
09:57.858,1810.500
09:57.854,1819.750
09:57.853,1821.250
09:57.849,1819.000
09:57.848,1837.500
09:57.844,1824.250
09:57.843,1845.000
09:57.839,1826.000
09:57.838,1879.000
09:57.834,1852.500
09:57.833,1906.500
09:57.829,1905.750
09:57.828,1915.000
09:57.824,1944.000
09:57.823,1939.750
09:57.819,1943.750
09:57.818,1969.000
09:57.814,1939.250
09:57.813,1965.750
09:57.809,1977.000
09:57.808,1954.500
09:57.804,2078.000
09:57.803,1968.250
09:57.799,2124.750
09:57.798,1960.750
09:57.794,2034.000
09:57.793,1954.750
09:57.789,1907.750
09:57.788,1935.750
09:57.784,1860.250
09:57.783,1947.000
09:57.779,1896.250
09:57.778,1954.500
09:57.774,1910.750
09:57.773,1968.750
09:57.769,1881.500
09:57.768,1949.750
09:57.764,1867.750
09:57.763,1925.250
09:57.759,1893.250
09:57.758,1899.000
09:57.754,1884.000
09:57.753,1904.250
09:57.749,1862.250
09:57.748,1913.000
09:57.744,1876.750
09:57.743,1926.250
09:57.739,1917.000
09:57.738,1915.750
09:57.734,1944.750
09:57.733,1901.750
09:57.729,1946.000
09:57.728,1884.500
09:57.724,1940.500
09:57.723,1865.250
09:57.719,1934.000
09:57.718,1862.500
09:57.714,1841.250
09:57.713,1858.000
09:57.709,1760.000
09:57.708,1880.000
09:57.704,1770.750
09:57.703,1871.250
09:57.699,1854.250
09:57.698,1852.000
09:57.694,1902.500
09:57.693,1831.000
09:57.689,1867.250
09:57.688,1832.500
09:57.684,1810.000
09:57.683,1843.000
09:57.679,1801.250
09:57.678,1842.750
09:57.674,1873.750
09:57.673,1845.000
09:57.669,1953.750
09:57.668,1850.250
09:57.664,1948.500
09:57.663,1850.250
09:57.659,1904.250
09:57.658,1831.000
09:57.654,1865.000
09:57.653,1811.750
09:57.649,1839.000
09:57.648,1793.750
09:57.644,1847.250
09:57.643,1790.250
09:57.639,1873.500
09:57.638,1793.250
09:57.634,1889.250
09:57.633,1794.500
09:57.629,1881.750
09:57.628,1795.000
09:57.623,1776.500
09:57.618,1767.500
09:57.613,1744.750
09:57.608,1701.500
09:57.603,1623.250
09:48.121,1964.750
09:48.116,1947.750
09:48.111,1968.500
09:48.106,1973.750
09:48.101,1968.750
09:48.097,1532.750
09:48.096,1951.500
09:48.092,1510.250
09:48.091,1940.250
09:48.087,1597.000
09:48.086,1916.750
09:48.082,1733.750
09:48.081,1900.500
09:48.077,1769.250
09:48.076,1892.250
09:48.072,1818.250
09:48.071,1880.750
09:48.067,1851.750
09:48.066,1915.500
09:48.062,1824.000
09:48.061,1930.750
09:48.057,1811.750
09:48.056,1926.500
09:48.052,1795.250
09:48.051,1877.250
09:48.047,1801.250
09:48.046,1826.250
09:48.042,1786.250
09:48.041,1844.000
09:48.037,1784.000
09:48.036,1857.250
09:48.032,1781.500
09:48.031,1869.500
09:48.027,1786.000
09:48.026,1868.500
09:48.022,1782.750
09:48.021,1858.000
09:48.017,1780.000
09:48.016,1873.500
09:48.012,1770.500
09:48.011,1888.250
09:48.007,1783.750
09:48.006,1887.750
09:48.002,1824.250
09:48.001,1906.000
09:47.997,1869.250
09:47.996,1913.750
09:47.992,1882.500
09:47.991,1920.000
09:47.987,1912.250
09:47.986,1902.000
09:47.982,1948.750
09:47.981,1876.500
09:47.977,1971.750
09:47.976,1824.500
09:47.972,2008.250
09:47.971,1793.000
09:47.967,2002.500
09:47.966,1769.750
09:47.962,1999.000
09:47.961,1734.000
09:47.957,1972.500
09:47.956,1649.750
09:47.952,1938.000
09:47.951,1595.750
09:47.947,1911.500
09:47.946,1605.000
09:47.942,1905.250
09:47.941,1585.500
09:47.937,1901.750
09:47.936,1583.000
09:47.932,1883.250
09:47.931,1734.000
09:47.927,1873.000
09:47.926,1935.750
09:47.922,1841.500
09:47.921,2274.000
09:47.917,1833.250
09:47.916,2757.500
09:47.912,1847.250
09:47.911,3196.500
09:47.907,1851.750
09:47.906,3088.750
09:47.902,1863.500
09:47.901,2466.000
09:47.897,1866.500
09:47.896,1950.000
09:47.892,1845.500
09:47.891,1632.250
09:47.887,1839.250
09:47.886,1530.250
09:47.882,1843.750
09:47.881,1608.750
09:47.877,1828.250
09:47.876,1746.750
09:47.872,1819.250
09:47.871,1839.500
09:47.867,1806.750
09:47.866,1854.000
09:47.862,1817.000
09:47.861,1841.000
09:47.857,1818.000
09:47.856,1860.500
09:47.852,1805.750
09:47.851,1847.750
09:47.847,1779.500
09:47.846,1822.500
09:47.842,1779.750
09:47.841,1803.000
09:47.837,1806.250
09:47.836,1797.000
09:47.832,1799.250
09:47.831,1828.000
09:47.827,1806.250
09:47.826,1830.000
09:47.822,1819.500
09:47.821,1847.750
09:47.817,1839.000
09:47.816,1869.000
09:47.812,1845.250
09:47.811,1865.000
09:47.807,1850.250
09:47.806,1815.000
09:47.802,1844.000
09:47.801,1776.250
09:47.797,1841.750
09:47.796,1782.250
09:47.792,1868.500
09:47.791,1850.750
09:47.787,1865.500
09:47.786,1916.000
09:47.782,1895.500
09:47.781,1960.500
09:47.777,1916.500
09:47.776,1991.250
09:47.772,1959.250
09:47.771,1986.250
09:47.767,1955.500
09:47.766,1920.250
09:47.762,1948.000
09:47.761,1877.500
09:47.757,1941.500
09:47.756,1931.250
09:47.752,1940.000
09:47.751,2007.500
09:47.747,1940.000
09:47.746,2025.750
09:47.742,1935.750
09:47.741,1996.000
09:47.737,1942.750
09:47.736,1960.750
09:47.732,1941.250
09:47.731,1905.500
09:47.727,1959.750
09:47.726,1878.750
09:47.722,1947.750
09:47.721,1887.500
09:47.717,1946.500
09:47.716,1896.000
09:47.712,1927.250
09:47.711,1900.750
09:47.707,1919.250
09:47.706,1879.750
09:47.702,1922.250
09:47.701,1878.750
09:47.697,1929.750
09:47.696,1882.500
09:47.692,1912.250
09:47.691,1870.000
09:47.687,1904.000
09:47.686,1873.000
09:47.682,1889.500
09:47.681,1893.000
09:47.677,1898.750
09:47.676,1917.000
09:47.672,1891.000
09:47.671,1910.000
09:47.667,1879.500
09:47.666,1871.500
09:47.662,1861.000
09:47.661,1845.500
09:47.657,1873.500
09:47.656,1827.750
09:47.652,1864.750
09:47.651,1854.500
09:47.647,1841.000
09:47.646,1862.250
09:47.642,1833.000
09:47.641,1882.250
09:47.637,1806.750
09:47.636,1896.500
09:47.632,1798.750
09:47.631,1863.250
09:47.627,1830.250
09:47.626,1824.500
09:47.622,1816.250
09:47.617,1818.250
09:47.612,1784.250
09:47.607,1770.500
09:47.602,1769.000
09:38.119,1813.000
09:38.114,1790.500
09:38.109,1749.000
09:38.104,1700.500
09:38.099,1644.750
09:38.096,1900.500
09:38.094,1619.250
09:38.091,1924.000
09:38.089,1585.500
09:38.086,1896.500
09:38.084,1626.250
09:38.081,1881.500
09:38.079,1822.000
09:38.076,1859.750
09:38.074,2146.750
09:38.071,1864.250
09:38.069,2705.000
09:38.066,1888.000
09:38.064,3234.750
09:38.061,1892.500
09:38.059,3320.000
09:38.056,1868.250
09:38.054,2721.750
09:38.051,1849.000
09:38.049,2120.750
09:38.046,1850.500
09:38.044,1708.250
09:38.041,1856.500
09:38.039,1518.000
09:38.036,1878.500
09:38.034,1521.750
09:38.031,1864.000
09:38.029,1673.500
09:38.026,1840.250
09:38.024,1810.000
09:38.021,1812.750
09:38.019,1844.000
09:38.016,1821.000
09:38.014,1843.250
09:38.011,1824.000
09:38.009,1837.500
09:38.006,1829.000
09:38.004,1856.250
09:38.001,1840.250
09:37.999,1878.750
09:37.996,1770.500
09:37.994,1882.500
09:37.991,1691.250
09:37.989,1856.250
09:37.986,1677.000
09:37.984,1823.250
09:37.981,1689.750
09:37.979,1797.000
09:37.976,1672.000
09:37.974,1794.500
09:37.971,1598.750
09:37.969,1794.500
09:37.966,1651.750
09:37.964,1789.000
09:37.961,1929.250
09:37.959,1804.500
09:37.956,2285.000
09:37.954,1819.000
09:37.951,2892.000
09:37.949,1818.250
09:37.946,3461.250
09:37.944,1850.000
09:37.941,3447.000
09:37.939,1869.750
09:37.936,2652.250
09:37.934,1895.500
09:37.931,1967.500
09:37.929,1951.500
09:37.926,1590.500
09:37.924,1965.750
09:37.921,1444.000
09:37.919,1982.500
09:37.916,1511.500
09:37.914,1987.250
09:37.911,1679.500
09:37.909,2034.500
09:37.906,1812.000
09:37.904,2045.000
09:37.901,1846.500
09:37.899,1999.000
09:37.896,1849.250
09:37.894,1925.000
09:37.891,1847.000
09:37.889,1862.500
09:37.886,1850.500
09:37.884,1839.750
09:37.881,1842.000
09:37.879,1863.500
09:37.876,1840.000
09:37.874,1883.000
09:37.871,1824.000
09:37.869,1857.750
09:37.866,1826.250
09:37.864,1845.500
09:37.861,1836.500
09:37.859,1826.500
09:37.856,1833.500
09:37.854,1845.250
09:37.851,1822.750
09:37.849,1867.500
09:37.846,1822.750
09:37.844,1877.500
09:37.841,1798.750
09:37.839,1881.000
09:37.836,1826.000
09:37.834,1888.500
09:37.831,1873.250
09:37.829,1912.250
09:37.826,1905.250
09:37.824,1924.500
09:37.821,1913.250
09:37.819,1868.750
09:37.816,1941.250
09:37.814,1783.500
09:37.811,1999.250
09:37.809,1737.000
09:37.806,2070.750
09:37.804,1768.750
09:37.801,2088.750
09:37.799,1810.000
09:37.796,2105.750
09:37.794,1818.000
09:37.791,2069.250
09:37.789,1825.500
09:37.786,2004.250
09:37.784,1838.750
09:37.781,1991.000
09:37.779,1846.000
09:37.776,1965.250
09:37.774,1860.250
09:37.771,1962.250
09:37.769,1862.500
09:37.766,1940.500
09:37.764,1844.500
09:37.761,1904.000
09:37.759,1840.250
09:37.756,1873.500
09:37.754,1859.250
09:37.751,1861.500
09:37.749,1892.750
09:37.746,1877.500
09:37.744,1882.500
09:37.741,1888.500
09:37.739,1868.750
09:37.736,1871.500
09:37.734,1855.250
09:37.731,1865.250
09:37.729,1824.000
09:37.726,1873.000
09:37.724,1816.000
09:37.721,1876.500
09:37.719,1817.000
09:37.716,1885.000
09:37.714,1835.250
09:37.711,1880.000
09:37.709,1833.750
09:37.706,1878.750
09:37.704,1836.750
09:37.701,1868.500
09:37.699,1840.750
09:37.696,1861.250
09:37.694,1851.750
